,baseMean,log2FoldChange,lfcSE,pvalue,padj
BB_B18,13394.3983742756,0.264100547728026,0.070136618717811,7.03289182938049e-05,0.000687724586266469
BB_0219,6824.17853569483,0.397512242487046,0.111276327622836,8.389607041767e-05,0.000813723674864067
BB_0514,2833.16159369906,-0.357192245759414,0.0992801279259407,9.26457762663846e-05,0.000891342024885459
BB_0183,785.427416387721,0.399939344973508,0.114449330481038,9.54284124594267e-05,0.000910768768512769
BB_J28,145.197022242395,0.90411971322207,0.285514211014043,9.69022009320976e-05,0.000917494648507876
BB_0612,7375.3703179844,-0.27385021096237,0.0756590631426108,0.0001083889055927,0.00101817294781174
BB_0768,963.298610800063,-0.441341536281723,0.13061700828728,0.000119770413517085,0.00111629768223346
BB_0563,1579.55951258559,0.389017920108007,0.112849237046842,0.000124293923312432,0.00114947791094365
BB_0687,3000.14793859718,-0.248113114672325,0.0683211515425498,0.000128869376391931,0.0011826243541198
BB_0173,1412.12236474853,-0.347249346577609,0.100183874597081,0.000134647569381337,0.00122621794100714
BB_B27,156.415919810306,0.778424522564232,0.254595877327884,0.00014909962484679,0.00134754433668349
BB_A46,376.365223370239,-0.558230445631604,0.175501894578663,0.000155830552483499,0.00139778833919409
BB_0288,4050.20583149183,-0.272372898189586,0.0770715750430344,0.000168777277447388,0.00150262158205025
BB_0014,1058.53134687505,-0.373270921482624,0.111377423338979,0.00017621874045517,0.00155725153602235
BB_0610,6071.76118353977,-0.243218812637735,0.0688418701616349,0.000189013160772491,0.00165803456471751
BB_K47,1630.00080739302,0.3654192409775,0.10951400547451,0.000198731816829966,0.00173056246334416
BB_0306,749.017197321181,-0.361494745646959,0.108511162776092,0.000214344512168553,0.00185299277548611
BB_0116,1610.21797534224,0.298738240291875,0.0874865477458223,0.000225468964365428,0.00193514010422989
BB_K07,218.279799432541,0.830072194275364,0.287185493264869,0.000229005573034651,0.00195145463307385
BB_0152,1092.67266314838,0.341289968158567,0.102810467908312,0.000237593707374773,0.0020102786730362
BB_0019,943.864810487199,0.41022893322787,0.127555032342155,0.000247481749230487,0.00207279563997799
BB_0783,872.210960766088,-0.371799238052712,0.113890483447302,0.000248457482411443,0.00207279563997799
BB_0565,1550.32147147121,0.437630633136766,0.138794926773267,0.000269119478390192,0.00222958012305208
BB_B14,935.602054390988,0.400161317353342,0.125185391912622,0.000272206874155874,0.00223960552322729
BB_0669,6173.02081728366,-0.301576803538864,0.0891608992004874,0.000282248911647253,0.0023063215862683
BB_0267,7583.44704725023,-0.293339236860434,0.0874740011554012,0.00029893123122855,0.00240962810037609
BB_0814,1150.31940138119,0.320616318716903,0.0975001350206994,0.000297498610578657,0.00240962810037609
BB_0233,2907.7560385318,0.259820867715848,0.0778502958276836,0.00035268705345489,0.00282301711180935
BB_J51,690.489514697389,0.607222399266209,0.210994931944043,0.000354947667033866,0.00282301711180935
BB_0205,623.24898558466,-0.417677684534966,0.135527556618628,0.00036503396120464,0.00288401003786183
BB_0397,733.783966933873,-0.31593383214877,0.0979412205771547,0.000376822726869981,0.00295756258655189
BB_0837,6069.33085823805,-0.31121934043232,0.0966743806896212,0.00038118395504086,0.00297223828995913
BB_K17,1871.71184493545,0.658587317989124,0.234246099419542,0.000408709626130728,0.00316617262320753
BB_0402,3361.64074646831,-0.223017335148111,0.0669450461232211,0.000417473646588712,0.00321320038955054
BB_0755,1277.80368374621,-0.319187041205092,0.100777784989158,0.000430454940398857,0.00329187656343485
BB_0597,4128.19420769183,0.232532667946925,0.0699522065643394,0.000434658245631848,0.00330284896203054
BB_0834,6149.1565564985,-0.330922753546303,0.104907382610722,0.000437829754501666,0.00330589175392714
BB_0566,391.552441921552,0.610588365299414,0.217197704436148,0.000448097868592675,0.00336214312723938
BB_0270,3172.90982696162,-0.281051424111523,0.0875865572934554,0.000450973802405354,0.00336257341418492
BB_H13,1906.09558975019,0.364062532809183,0.117399048756969,0.000455124580681396,0.00337244487424165
BB_J25,186.614753764093,0.769469400021203,0.288643390240611,0.000491187590427399,0.00361720244061658
BB_0394,5095.25622309934,-0.268266649155342,0.0841327539139934,0.000503424449552884,0.00368457281175823
BB_0567,7133.85762032679,0.399584640825601,0.132701208839289,0.000514593940665531,0.00374335714154865
BB_J27,545.389383219104,0.638699216683564,0.234200548071592,0.000529910950525013,0.00383141675137176
BB_0289,3880.71245062251,-0.260436806101438,0.0813305839378346,0.000559682079029371,0.00402229349567494
BB_0285,3249.25863271218,-0.237264082567701,0.0720374011951866,0.000569311779819119,0.00406699972050425
BB_0693,3121.05750444855,-0.268582730388429,0.0853380010232892,0.000595326218881694,0.00422752487574917
BB_0157,879.009815596713,0.311594817332694,0.100875746087904,0.000626490342082669,0.00442250282902144
BB_0444,7175.27171935587,-0.24036710059677,0.0754831002005328,0.000645114822665611,0.00452718813788279
BB_A37,340.282953169128,0.935433418620773,0.380538186701231,0.000662826132475087,0.00462427822247239
BB_0653,2320.67536282739,0.286638821762096,0.0925110366700334,0.000699794157120202,0.00485380482235117
BB_K37,953.748379207903,0.323650281460964,0.107095148917661,0.000719676819169317,0.0049628580651387
BB_A42,142.876301098609,-0.747145763599986,0.302644010425604,0.00080888107023078,0.00554594894704207
BB_0696,739.317994789869,-0.411549640381698,0.145265818890709,0.000816031472444188,0.00556300312357667
BB_K50,797.464319448103,0.477067457540872,0.174301446803824,0.000823906701434239,0.00558477667506277
BB_A45,204.747672663591,-0.504508072521055,0.18739916008186,0.00084278118817825,0.00568044043783419
BB_0570,2713.6098597934,0.271041636399504,0.0880893084111193,0.000849685835481937,0.00569480450410085
BB_0443,4952.60799311196,-0.208319999563105,0.0659710274867926,0.000866570144238977,0.00574343434487278
BB_J45,211.79871559131,0.533016473105658,0.201447091206548,0.000863687916011353,0.00574343434487278
BB_I16,841.477439397216,0.490088584311656,0.182559980960482,0.000897607189567009,0.00591627280195272
BB_J31,558.336066349587,0.531398295920247,0.202879070048793,0.000932684355328679,0.00611369470278634
BB_0221,1731.7247337965,-0.277271430970974,0.0921606217428828,0.000968114043011209,0.00631125712192553
BB_0743,2091.46623815336,-0.224217647260995,0.0731211010276693,0.00108508386633915,0.00703535354642722
BB_A11,156.258394085747,-0.68388383389801,0.291743105462331,0.00126486953246401,0.00815669920124087
BB_0836,4043.40324679955,-0.276277143721825,0.0922114499502207,0.00128756213509348,0.00825839584498127
BB_B01,613.385135807058,0.381984630866415,0.140264231534067,0.00130966068947399,0.00835521498685816
BB_0024,4163.41771165463,0.240906796874623,0.0818270400108757,0.00134151872968384,0.00851293534315328
BB_0536,3413.27695804962,0.253421508248576,0.0862221909148812,0.00139457191762713,0.00880277406205911
BB_A34,321.96877769784,0.573798615431144,0.237968028219241,0.00140481650281456,0.00882076888346192
BB_0174,695.54949436541,-0.342690639070205,0.124261753643927,0.00142976009134648,0.00893038632971909
BB_0211,1946.95408652118,-0.327883499034645,0.118674016180097,0.00149021165871929,0.00921151558990735
BB_R17,99.6823025033253,0.771413862626788,0.348028302357231,0.00148410547217512,0.00921151558990735
BB_A21,1085.10362655875,0.276153083896391,0.0960816996406453,0.0015136826202017,0.00930836786546713
BB_J26,160.076220756911,0.659889350408333,0.295496254257959,0.00169600166015399,0.010376051182378
BB_0382,6181.91523924623,0.260296547956708,0.0923445600893278,0.00190607554935008,0.0116017761753808
BB_K12,159.55662679097,0.643034720620376,0.290975660814003,0.00195422968351236,0.0118344975250266
BB_G01,53.9104727221916,-0.864378421579829,0.434792737648884,0.0019891184934114,0.0119849412254536
BB_0068,4159.84431689869,-0.245009073815933,0.0870150026794672,0.00203280628592293,0.0121256894955303
BB_J09,1070.0027451514,-0.369957455458692,0.143564066505687,0.00202515755095891,0.0121256894955303
BB_0730,3359.80962220568,-0.210647575125607,0.073364685143172,0.00204846498166779,0.0121583021051227
BB_M38,552.003711421901,0.669181540466898,0.314173106212655,0.00211987137575584,0.012519834412261
BB_0777,1372.88074610692,0.332867631186352,0.126557726820092,0.00222785152969435,0.0130927432262333
BB_0636,2581.97728680871,-0.247251812288539,0.0893919785775084,0.00225386532042651,0.0131806927807295
BB_0647,839.044334987841,0.314920726768865,0.118264708739254,0.00227337243679338,0.0132299186199732
BB_0776,2223.06815356881,0.303787987944224,0.11326463761038,0.00228509055419151,0.013233558403643
BB_A47,74.7635614928609,-0.617242231116305,0.287613205588137,0.00229940399491342,0.0132521206083657
BB_0613,15967.0610553944,-0.230204737990947,0.0818761612494595,0.00236742443368566,0.0135785449489759
BB_0719,1245.48905382993,-0.261564172259689,0.0951650200817255,0.00240993137925468,0.0136907054069087
BB_0819,862.909228236493,-0.276951934095195,0.102389521102057,0.00240190739007706,0.0136907054069087
BB_0640,221.618503825673,-0.488160468123234,0.211552365396503,0.00243097331265171,0.013744792236936
BB_0808,773.155020271336,-0.285709634342778,0.106764961356967,0.00249192539065852,0.0140229575049793
BB_L36,172.560748203267,0.695779121545064,0.347409704817538,0.0025879501913053,0.0144949510714893
BB_0722,811.488570436571,-0.310429730707329,0.118516063121769,0.00261064797561623,0.0145537524995802
BB_0341,4288.29777770818,-0.252539044890838,0.0928192904121343,0.00271082724352104,0.01504193907684
BB_0271,9406.58390545971,-0.20648708136786,0.0740517446763878,0.00278517190066391,0.0153829170254261
BB_0823,1449.0015538803,0.251918634547547,0.0941596809852046,0.00285849945007414,0.0157151605711449
BB_0764,271.167876033809,-0.450519218735176,0.196617536391646,0.00292588368529184,0.0160118313603356
BB_A03,9343.52737221109,0.206074855057147,0.0738005726961485,0.00296262699671758,0.0161388767446761
BB_0493,5514.12799311769,-0.234943935486463,0.0858356304345815,0.00303039733208214,0.0164052637234636
BB_0590,623.761493124958,-0.338523116675361,0.136472117778688,0.00303903041314792,0.0164052637234636
BB_0683,6439.0217284081,-0.213288200885652,0.0783911060204568,0.00305394738087725,0.0164115280422818
BB_0767,706.49987576816,-0.312328750410429,0.124109263667023,0.00321740588911258,0.0172124001152973
BB_0632,431.576222665153,-0.386552623722651,0.163574796815292,0.00323773822839379,0.0172438469039008
BB_0691,16306.4143118244,0.2016461752236,0.0706376560439079,0.00332917789934309,0.017652041039628
BB_0374,3313.15539906273,-0.24166740031426,0.0907187717913803,0.00337378980661647,0.0178094302623604
BB_0797,5804.37380687308,0.27978064410838,0.107983484052952,0.00358583879282272,0.0188453994706498
BB_A10,150.691734890766,-0.492538802964776,0.234456309046377,0.00374834659227665,0.0196130591429212
BB_0298,1128.52536574209,-0.247629177585724,0.0950808668451088,0.00393548675717959,0.0205023393070535
BB_M27,152.71560832744,0.664027363590716,0.367700134447316,0.00401657427858489,0.0208337961493555
BB_0656,407.934993737248,0.37087578295449,0.160755040073401,0.00418126381431125,0.021594146019365
BB_0403,801.915981941227,-0.283356144416139,0.114077590086117,0.00425399749451167,0.0218750819437605
BB_0080,220.246517109974,-0.392973433813178,0.174974796860617,0.00430884005071326,0.022062000774682
BB_0020,10521.9766766182,0.210188609898696,0.0797272016857235,0.00450239184170829,0.0229545019964016
BB_A48,98.019429426428,-0.524473618360796,0.271650219175815,0.00467757823887113,0.0237461737828649
BB_A36,3006.28916301955,0.62971680353994,0.362953021097519,0.0048712616637349,0.024624640528965
BB_0686,1588.68291674837,-0.249553485650922,0.0974707976725676,0.00490711735433365,0.0247012278637977
BB_0633,906.686488724153,-0.353438059631797,0.156325612883837,0.00498561602730524,0.0249083886993416
BB_0695,612.457226591175,-0.291622202949037,0.120454987596407,0.00499002925326289,0.0249083886993416
BB_0114,2042.80798505266,-0.205450490915698,0.0793225841962832,0.00506592526230382,0.0251818701580352
BB_0419,1286.16467551389,-0.201099270420878,0.0778749478872532,0.00516504630555828,0.0255680507988839
BB_O01,178.407065542151,-0.525787557866585,0.279826940177897,0.00521997751991181,0.0257331949638628
BB_0311,526.89567835464,0.313000567787637,0.133095999345808,0.00528338992978826,0.0259386180503597
BB_0472,1673.53162912381,-0.198562988930588,0.0770200312947477,0.00556243800541396,0.0271966743461428
BB_0724,1255.42785934095,-0.261547017137787,0.108613610935204,0.00559636374464592,0.0272508650912758
BB_0017,437.525214742628,0.33132727079724,0.145066855660686,0.00567216836542143,0.0275077108127958
BB_0665,1782.01985130434,-0.238175470295493,0.0959042805255297,0.00581806233549541,0.0281010055313604
BB_0445,15959.2797886393,0.227352647379438,0.0906858490862611,0.00586898057242933,0.0282326363826943
BB_K49,757.821135025314,0.343351747413081,0.154326221841915,0.00591375633060205,0.0283337803309568
BB_0484,12924.8836010064,-0.189441119690434,0.0743514584708994,0.00594158094497185,0.0283532242694057
BB_A51,63.4913468716941,-0.580467036630543,0.344633543820549,0.00600135440435405,0.0285243657545593
BB_0838,1213.44936733997,-0.236814990713709,0.0956524964273636,0.00614779041036864,0.0291044204744833
BB_0105,3142.68445930099,-0.209230890829646,0.0832489893271034,0.0063017661402923,0.0297154427089673
BB_0788,1555.31105628229,-0.251475486117121,0.104337540827165,0.00639975375410853,0.0300586859395727
BB_0713,2272.40741155152,-0.255732192671131,0.106012867130484,0.00651898925653361,0.0304986438550768
BB_0077,399.115445545984,-0.396333034915019,0.19470175170645,0.0066422739103258,0.0309540342774167
BB_0340,780.157452177573,-0.258964437428155,0.108558289355216,0.00669767778578886,0.0310907766476502
BB_H27,65.2223445577462,0.651020022510332,0.438814061073086,0.00674793378924469,0.0312026550797245
BB_0254,4287.84145798362,-0.244524076723624,0.101966972420659,0.00697493496101639,0.032127789221979
BB_0377,631.733992304762,-0.291522710296519,0.127747857670785,0.00701171410910149,0.0321729805083003
BB_0371,3364.02633586179,-0.209483731970208,0.0860367741949195,0.00723083470608106,0.033051286606723
BB_0050,597.840822329908,0.308867458673038,0.138711890058004,0.0072865338080292,0.0331787589044994
BB_0605,862.40660627189,-0.24018282095211,0.100729810573788,0.00757901150048933,0.0343747840708428
BB_0753,1165.55770562984,-0.225990179817723,0.0939422886463592,0.00760682564518231,0.0343747840708428
BB_0833,9790.96983893771,-0.178063673834414,0.0712834629223245,0.00778666018908386,0.0350546626625549
BB_0641,364.434608746847,-0.36369523277001,0.178443155293156,0.00783577614406741,0.0351431614280918
BB_0099,1070.56530709142,-0.250155953840117,0.107034169765196,0.00787729772963473,0.0351889954817679
BB_0147,119550.393481957,0.251941934912319,0.105992179471334,0.00790498808810879,0.0351889954817679
BB_J47,198.64494896796,0.496208370468246,0.301200027745641,0.00833010092658601,0.0369435331056398
BB_0127,10757.5262780227,-0.182244370449252,0.0742436953156213,0.00863899674755774,0.0381715671105051
BB_H20,68.5519024844576,0.683565874913114,0.658630192664447,0.00872783605814341,0.0384218022780999
BB_B17,7393.77860277152,0.172229211259258,0.0697137112442836,0.00898242334619526,0.0393971729853344
BB_0391,3360.17709345122,-0.197185392081942,0.0821406067679425,0.00921110820758219,0.0402522054639031
BB_0342,2979.78114430032,-0.193307246028267,0.0802807645005913,0.00951313422281844,0.0412697059193542
BB_0367,1670.6254358883,0.214564454802881,0.0911225103427293,0.00948773647963534,0.0412697059193542
BB_0129,1349.74634093283,-0.238211805878044,0.104891174900527,0.01036269152488,0.0447923586564559
BB_0363,1271.3880967185,-0.245038617918433,0.109077780778829,0.0104435328494317,0.0449788255934008
BB_D10,255.284161527177,0.341963083668066,0.173256462693975,0.0105501724881441,0.0452746610732227
BB_0785,6715.78717493412,0.182267543226841,0.0763634290779076,0.0108598464061198,0.0464365475358456
