,baseMean,log2FoldChange,lfcSE,pvalue,padj
BB_0241,40577.397088239,1.86093656043268,0.118444625801817,1.18846354980594e-56,1.71851829301938e-53
BB_0240,18585.9115725939,1.77499889478005,0.120095329283326,1.97566442295705e-50,1.42840537779794e-47
BB_A07,1133.87941581764,2.25585158392465,0.169858006452969,1.82704579791772e-41,8.80636074596342e-39
BB_0243,32708.4971313731,2.1474858051163,0.163963265169689,2.0886776875794e-40,7.55056984059952e-38
BB_A30,2038.846492311,0.878260059630036,0.0769057370922162,4.48269076919743e-31,1.2963941704519e-28
BB_A65,3785.02337137397,2.22407860772949,0.19788951301147,1.63884888379742e-30,3.94962580995178e-28
BB_M28,609.318100117104,2.28716387191879,0.213060001606972,3.73858234255041e-28,7.72284295332555e-26
BB_A66,29571.9900362246,2.02208205219228,0.205389941521484,1.94569824564866e-24,3.51684957900996e-22
BB_0242,679.144576516805,2.69242123659422,0.272634519397246,2.7083525645413e-24,4.35141978702968e-22
BB_A38,1776.69497897486,-1.02693276031969,0.108792362274747,3.59260071767145e-22,4.76377944156925e-20
BB_A40,591.032546609773,-1.06161024660839,0.112441866989941,3.62389860700289e-22,4.76377944156925e-20
BB_H32,501.394731143227,1.63878716406775,0.175539202379942,7.9551719499164e-22,9.58598219964927e-20
BB_A04,1587.74470508506,1.87883442206124,0.206815025160225,6.40517512414026e-21,7.12452556115909e-19
BB_A05,1231.94657371867,2.03435824934438,0.224112710848777,7.19812392354007e-21,7.43463370959924e-19
BB_I42,423.028234955862,1.99873299238541,0.228854530585325,1.7822407918684e-19,1.71808012336114e-17
BB_0579,12276.9887480625,-0.649936733682885,0.0759143445991703,2.22781389024393e-18,2.01338680330795e-16
BB_O40,2794.78733268634,1.88351353226373,0.223973528078977,2.48109389970193e-18,2.11038928174646e-16
BB_A73,5582.5582586309,2.26071003666072,0.276475956236508,1.61002252428964e-17,1.29338476117935e-15
BB_E31,2818.76658628085,2.15683803575206,0.26366802766005,1.8489683485208e-17,1.40716222734793e-15
BB_A69,2709.71422284437,0.916505554008654,0.111617125225461,2.57535040925732e-17,1.86197834589304e-15
BB_A74,11720.9469536941,1.32174541206897,0.165467873172091,1.09761907897921e-16,7.55789137239973e-15
BB_A41,759.742801904473,-0.957270226949844,0.120820859970245,2.50605612859994e-16,1.64716234634342e-14
