,day1_aBb_1.counts.txt,day1_aBb_2.counts.txt,day1_aBb_3.counts.txt,day1_aBb_4.counts.txt,day2_aBb_1.counts.txt,day2_aBb_2.counts.txt,day2_aBb_3.counts.txt,day2_aBb_4.counts.txt,day3_aBb_1.counts.txt,day3_aBb_2.counts.txt,day3_aBb_3.counts.txt,day3_aBb_4.counts.txt,day4_aBb_1.counts.txt,day4_aBb_2.counts.txt,day4_aBb_3.counts.txt,day4_aBb_4.counts.txt
BB_0025,1899.18036830363,1796.46389620517,1609.84758563086,1942.26821336165,1876.32635578183,2087.18610533359,1886.20808780808,1838.95665204289,1605.78147432024,1888.70327807702,1755.9761692219,1714.27304045097,1924.50653777334,1863.95402482166,1838.68497859604,1832.97696788062
BB_0026,3263.04148790092,2924.42268525471,3063.55610777243,3169.0158704798,3101.33022944169,3438.34101869023,2813.19794391161,2869.8344237154,2172.44129798045,3065.67394661075,2492.10103914381,2433.91667176656,2508.65427726276,2573.00858181434,2894.14879318876,2684.21194205994
BB_0027,5600.55208372672,5437.63432521437,5260.27120789748,6215.65305271933,5855.4322482157,5521.62688303681,6319.30596324552,6021.3420571599,5540.01967858971,5928.9285272046,5091.99578078757,5947.88386662954,4391.22941789453,5056.49007309931,5035.7909778253,4671.21070775477
BB_0028,4396.83562701489,4612.91496621481,4196.91034447911,4887.25213036935,4993.83181242853,4326.48160916053,5690.00452387789,5246.1635312046,5244.17909532814,5209.03384645096,4761.91247416856,5251.64328023478,4290.01570065627,4361.75985059133,4492.70179280339,4163.29149664225
BB_0029,125.55943052522,77.64767224007,94.2218486573244,101.653265231834,177.927499255173,99.7347338106548,97.5332419505079,95.8150672439172,128.05040171023,138.755210576099,118.964034365224,134.567508294786,128.686011917225,94.8987159611414,106.104827922019,89.3561575105368
BB_0030,245.855890908664,278.888384909601,238.246674462092,206.267305179159,193.024377979855,224.542445394938,214.573132291117,214.140903298152,191.339680716435,135.490382091955,192.129708082804,204.776643057283,140.253293887313,189.797431922283,249.904792079492,271.595689275447
BB_0031,1890.15813377487,1718.8162239651,1599.07937435573,1922.52971525838,1465.47558477443,1845.37116413904,1553.74695002896,1648.48091595559,1190.72155153535,1669.9597696394,1355.51977185164,1295.35853636807,1639.66221925993,1461.08211743946,1477.09089396706,1591.95049038509
BB_0032,869.141926270384,790.719786539411,732.23836670835,672.095860416301,913.361162843223,827.965443813592,912.571898597796,749.204561943401,625.533571572961,799.882978615159,679.156177408981,736.025762760177,1354.81790074652,1283.81847819129,1351.44043984888,1220.41699336759
BB_0033,247.359596663457,251.78061767786,173.637406811355,185.541882170726,242.628408075236,226.771154530371,178.104180953101,222.221692101856,130.994089105867,264.451107215624,206.651139507667,148.609335247285,335.451177132543,281.115064262249,300.164973726765,297.461945396919
BB_0034,32824.3929213775,31240.0936466942,32544.2265262399,31799.7073692711,38236.0804156966,48784.2142655066,31247.1063755005,32137.2970723302,25668.9540899587,36252.6554879295,31581.8792827041,30725.8576765608,34353.3815409141,29092.7233384269,32984.6403221793,33152.3101753238
BB_0035,5929.11179114901,6644.61914754966,6767.82078641467,7200.60410807244,6478.71766984898,6709.52885222293,5901.18519557943,6045.58442357102,5971.2698820506,6198.27687714644,6114.08114646062,6027.45421936037,5089.60406683858,6103.95703229304,6328.5945390857,5324.92154427923
BB_0036,7694.46234727605,8464.05572784953,8684.56239338653,9961.03306781458,7578.63311979005,8695.30869189429,7639.82124774065,8045.00245328746,7850.81428416512,7979.24081524673,8102.9587350736,8449.66936866652,8126.01558398659,9326.93229135067,8974.23465635183,8151.39789500726
BB_0037,2126.99179015477,2167.70247117545,2184.60086244054,2616.33792358827,2236.49474821351,2271.61178629072,2302.63262517938,2202.59214820957,2394.68969635108,2135.19782862985,2100.58090726577,2281.79687978115,2190.55402308535,2290.10297574151,2218.42857326432,2200.98324815428
BB_0038,2748.7741197617,2674.47988230442,2748.58592797509,2811.74905481064,2220.3195210085,2740.19788201564,2606.25784794705,2517.74291155402,2001.70742903348,2386.5896219089,2165.36883208439,2390.62103866302,1868.11603816916,2494.22474214849,2303.59165883331,2066.94901188847
