,day1_aBb_1.counts.txt,day1_aBb_2.counts.txt,day1_aBb_3.counts.txt,day1_aBb_4.counts.txt,day2_aBb_1.counts.txt,day2_aBb_2.counts.txt,day2_aBb_3.counts.txt,day2_aBb_4.counts.txt,day3_aBb_1.counts.txt,day3_aBb_2.counts.txt,day3_aBb_3.counts.txt,day3_aBb_4.counts.txt,day4_aBb_1.counts.txt,day4_aBb_2.counts.txt,day4_aBb_3.counts.txt,day4_aBb_4.counts.txt
BB_0189,527.048867054965,652.424228289346,703.971812111152,809.278422234019,658.870921484308,611.223480392672,765.847978098336,668.973873106627,618.174353083868,692.143638638423,590.352039080011,519.547597242478,696.928738697782,512.094957828046,649.194012943933,584.342240562326
BB_0190,7790.69951558281,7613.60696266391,8152.88196167734,8670.1352918608,7316.59443906879,7402.65739334279,8666.04057608948,8515.41980150307,6119.92609553029,7256.08130600894,6571.50623634381,7517.05802857135,6682.99715821815,6333.14638404825,6817.23519398973,7094.40861077078
BB_0192,93.9816096745658,69.8369596478736,100.951980704276,96.7186407060169,115.383287395779,108.092393068531,120.432350930192,80.230688836774,52.9863731214744,97.9448545243051,118.405517771961,87.7614184531213,106.997358223311,98.4797995823166,138.215499529999,109.343719058946
BB_0193,90.2223452875832,54.2155344634809,74.0314525164692,76.9801426027482,76.5627421037413,87.4768335657698,123.824811519775,87.1570792399488,42.6834672367432,83.2531263456594,78.750839650219,83.0808094689548,75.1873328055699,75.2027560446781,54.4485301178783,82.3017240228629
BB_0194,2348.78838898675,2220.53964459325,2268.05449982274,2390.33212030585,2482.35820172975,2651.60669388216,2308.56943121115,2413.26985630613,2178.32867277172,2164.58128498714,2346.32820830192,2687.83970915759,2310.56457352501,2393.95440075559,2591.19158714826,2805.31305026501
BB_0195,7233.57653343198,6333.10955122559,6765.12873359589,6773.26562413668,6277.06650402645,7408.78634346523,6949.45551776054,6599.69565582499,5797.59232570799,5861.99954327966,5939.265452769,6274.35634327515,6337.42460936178,6573.07898666698,6105.21595398671,6571.20479376829
BB_0196,714.2602335267,837.124608410696,753.774789258595,824.082295811471,727.885224225709,411.754012771363,632.693899957208,641.268311493928,647.611227040242,713.365023785356,565.777308976396,744.216828482469,733.076494854306,1122.66971523841,861.403668787971,961.754432152883
BB_0197,1189.4312520413,1315.87534494415,1212.7697948607,1256.35540427306,1254.11928262889,987.875324280955,1409.56737497169,1302.73859499711,1120.07305404006,1292.87207972083,1098.60213895022,1385.46025931327,1211.67278636668,1235.47384930543,1354.23267216261,1352.09975180418
BB_0198,3124.70055845996,3305.76924122665,3136.24153387951,3362.45315189183,2937.42126043086,2368.00345639823,3223.68567525113,3309.66021431699,3039.35723599568,3294.2119405008,3110.37890788702,3482.37308421985,3711.65160215188,3520.20519961517,2888.56432856128,3245.03940433002
BB_0199,238.337362134699,276.131662818237,250.360912146605,215.149629325629,279.292256406605,182.196971821699,323.979986305165,275.90121772646,304.671645448478,293.834563572915,355.775069909145,376.789023225401,279.060677528365,322.297525905763,226.170817412725,289.231772994632
BB_0200,2333.75133143882,2065.24430011311,2242.47999804432,2060.69920198126,1939.94891612156,1966.27863473632,1905.71473619818,2004.03562331856,1679.37365921117,1696.07839751255,1708.50225879447,1775.12095724513,1730.75456477437,1778.00801791346,1800.98984236059,1812.98940633221
BB_0201,3746.48288806689,3625.54900382481,3661.19183354175,4252.65941634925,3489.53568236207,3602.70831742846,3601.94503098963,3318.89540152123,2719.96715356902,2727.7641985019,2986.38822418242,3188.66487046341,3192.5698237442,2925.7453185001,3004.44196958138,3007.54014357833
BB_0202,1869.85810608516,1941.19180600175,1962.50650489113,2333.09047580637,1930.24377979855,1792.43932217249,2423.06497610957,2049.63436013946,1867.76965253197,1797.288080521,1962.06879213631,2033.72460362033,2235.37724071944,2155.81233994744,2513.00908236361,2365.5866962
BB_0203,1556.33545621081,1701.35698405313,1726.95188324782,1681.7200383985,1597.03409937522,1724.46369354177,1822.5994517534,1623.08415114395,1561.62616338567,1345.10933546712,1674.99126319863,1577.3652276641,2129.82579274239,2059.12308217571,2085.7975383618,2015.21649964553
BB_0204,1772.86908490101,1561.22361107549,1805.02141499246,1751.7917066651,1577.6238267292,1711.64861601303,1837.01740925913,1547.47105590929,1670.54259702426,1532.83697330538,1791.7212311908,1694.38045226826,2207.90494604048,2103.8866274404,2021.57619514584,1988.17450460944
BB_0205,767.641787821853,682.748171294344,699.933732882981,807.304572423692,559.662861293545,472.486336711929,511.41343387962,587.588785869323,752.112129585372,607.258098050692,479.207237020482,567.523839330184,552.337714071686,657.12884448564,582.180437414237,685.455787218986
BB_0206,304.500415345593,243.51045140377,371.503288991736,408.586910737663,315.956104737974,250.172600452425,279.877998640588,278.787213727783,347.355112685221,501.151172316028,297.689344209693,232.860296962282,245.804741864363,279.324522451661,256.885372863836,236.323521837078
BB_0207,839.81966405192,891.340142874177,822.422136137503,1078.70892134364,881.010708433192,700.371845810017,894.761480502485,850.214421989699,1220.15842549173,731.321580448145,979.638104584994,945.483014801627,938.395749823362,1126.25079885958,1073.61332463201,1136.93953043012
BB_0208,404.496848039331,450.724061937921,310.932100569171,359.240665479491,333.209680423325,299.204201431964,413.032076781716,364.212695366938,610.815134594774,373.822861434431,537.851479313198,491.463943337479,494.501304221248,644.595051811527,565.427043531813,657.238053268291
BB_0209,3457.01953026923,3394.90325551407,3705.61070505163,3634.84442571694,3816.27527190338,3810.53544430764,4050.59794396196,3811.2463193469,3592.77046637553,3439.49680804518,3520.33008734277,3590.02709085568,3971.91544647885,3983.95552855735,4090.62033962521,4135.07376269155
BB_0210,11768.7530898878,12497.5996011961,11626.9761243138,12239.842673837,11256.8797862106,11463.9226153867,12564.8259086676,12124.6464007574,11876.3067976993,10439.2890780489,11884.6745880639,11686.3104812176,12259.8729780467,12739.7049823306,12869.3987340154,12191.2368056152
BB_0211,1914.96927872895,2329.88962088399,2191.33099448749,2652.85414507932,1587.32896305221,1620.27154146025,2027.84331742317,1772.57874401247,2390.27416525762,1673.22459812355,2073.7721107891,1892.1361818493,1703.28227009541,1987.50140975221,1770.27528690948,1563.73275643439
BB_0212,260.141095579198,339.99572460149,286.703625200144,186.52880707589,398.988937723722,234.014459220531,434.234955466609,382.683069775404,367.960924454683,246.494550552835,318.912974753724,332.323237875819,484.379932497421,535.372001365685,667.343522983226,614.911452342247
BB_0213,457.126549457088,423.156841024287,359.389051307223,271.404348919945,398.988937723722,517.060519420601,403.702810160363,377.488276973023,531.335574912562,424.427702938656,372.530567707064,444.657853495815,289.182049252192,392.128656518679,446.757170197975,449.132265381909
BB_0214,818.015930607421,704.801948025251,734.93041952713,649.396587597542,745.138799911059,759.989815182867,558.90788213378,580.085196265884,354.714331174314,568.08015624097,506.574550090416,410.723438360608,558.12135505673,492.398997911583,523.543558825752,510.27068894175
BB_0215,843.578928438902,903.285938603418,924.72014325117,1115.22514283468,841.111814660819,874.21115837384,1006.71267995872,944.875090833087,833.063532965402,977.81613100098,916.525729546166,834.318551427673,1515.31393808149,1792.33235239816,1682.31996902675,1885.88521903817
BB_0216,1060.1125571291,1051.23002417326,1090.28139160618,994.820304404746,984.532162545293,1140.54190005816,1024.52309805403,924.095919623563,1050.89640024257,1015.36165856863,966.233706346659,957.184537262043,827.060660861269,1067.16291911019,1125.26962243615,1226.29568794066
BB_0217,863.127103251212,944.177316291976,776.657238218231,805.330722613365,835.720072259148,888.1405904703,819.279232384266,753.244956345253,874.275156504327,1065.96650007285,910.940563613526,823.787181213299,967.313954748582,1144.15621696546,1132.25020322049,1014.66268331044
BB_0218,1682.64673961343,1471.63014310618,1426.78799395377,1565.26289958921,2268.84520262354,2393.63361145571,1920.98080885131,1943.42970729078,1414.4417936038,2215.18612649137,1777.19979976594,1669.80725510139,1680.14770615523,1588.21058599118,1760.5024738114,1607.23509627505
BB_0219,6203.53809139874,6172.30076256273,6354.59067873184,6492.97895107026,9296.44224896272,10031.9769958706,6993.55750542511,7707.34092113269,5881.48741648365,8547.3209714877,6587.1447009552,6518.91816269785,5472.77028209773,5158.5509563028,6182.00234261448,5585.93558332316
BB_0220,10168.0583139106,10479.2195766362,10084.4298591525,10291.6529110443,11171.6902562642,12817.3062378788,9877.14900657057,10197.378271074,8405.69935824278,10553.5580749939,9212.7312058891,8977.40803163129,8746.31107963254,8241.8639541346,9582.94130074657,8756.90343603261
BB_0221,1852.56548990504,1977.02919318948,1826.5578375427,2214.65948718676,1497.82603918446,1634.20097355671,1621.59616182062,1613.27176473945,1527.77375833584,1477.33488907494,1580.60195893702,1820.75689484076,1959.2083836836,1835.30535585226,1655.79376204625,1613.11379084811
BB_0222,660.878679231547,662.991662972906,664.937046238832,692.821283424734,547.801028009867,699.2574912423,658.985469526475,707.069020324088,537.222949703837,701.938124090854,497.638284598193,596.777645481225,777.899712488396,547.905794039798,717.603704630498,626.66884148837
BB_0223,57.8926715595325,72.5936817392371,75.3774789258595,60.2024192149697,35.5854998510347,89.7055427012035,52.5831391385347,91.1974736418007,113.331964732042,17.9565566627893,77.0752898704271,64.358373532289,89.6464352681795,80.5743814764408,79.5786209415144,88.1804185959245
BB_0224,57.8926715595325,66.6207838746163,33.6506602347587,44.4116207323547,49.6040300953817,68.532805914584,72.0897875286363,38.6723464177256,50.0426857258369,94.6800260401616,36.8620951554217,59.6777645481225,24.5804741864363,66.2500469917402,43.2796008629289,58.7869457306163
BB_0225,545.845188989878,611.073396918894,585.521488084802,699.729757760878,516.52892208017,461.342791034761,613.187251567106,453.101372207681,593.153010220949,434.222188391086,576.947640841675,549.97155563956,475.704471019856,592.669339304487,575.199856629893,529.082511575547
BB_0226,3084.85235595795,2930.39558311933,3289.68854455001,3190.7282183934,3514.33769740976,3767.07561616669,3280.50939012665,3119.76167742995,2522.74009806131,3104.85188842047,2906.52035134567,2907.82833141342,3074.0051835508,3199.69821551999,3269.70403938643,3299.12339440219
BB_0227,534.56739582893,448.886247210346,524.950299662236,529.978674072766,349.38490762834,447.970536222159,513.109664174411,404.039440185193,350.298800080858,311.791120235705,403.248980336583,461.039984940397,506.068586191336,488.817914290408,453.737750982319,445.605048638072
BB_0228,5011.09942784785,5223.06945576992,4441.88715098815,5191.22500115968,4796.49404052734,4910.40340264414,4703.64660745667,4639.52717172654,4767.30173723487,4500.56606539182,4584.86271410389,4733.26583523834,5211.0605275245,5330.44297011921,5506.28212269005,5509.51255387336
BB_0229,970.642064718915,1039.74368212591,1044.51649368691,1170.49293752384,1027.66610175867,1291.53694398379,1171.24701855349,1010.67579966325,1011.15662040147,1190.02998247031,1010.35651721451,1213.44787914516,882.005250219185,1045.67641738314,931.209476631405,1014.66268331044
BB_0230,9668.82800331933,10906.5115007975,10655.145056734,11951.6606015292,9007.44485623311,9515.47365373387,9654.94283795289,9318.30388907108,11564.2759337618,9758.57233910494,10455.9891424947,10757.2095978606,7174.60664194688,8569.53310547213,7474.80590387488,6812.23127126382
BB_0231,807.489990323869,791.179240221305,899.145641472753,907.970912750363,650.244133641633,681.98499544269,845.570801953534,756.130952346575,977.304215351638,587.669127145831,748.970751566977,710.282413347262,788.021084212223,778.885687605595,836.273577964335,851.234974179324
BB_0232,1208.97942685361,1197.33629501552,1246.42045509546,1324.45322272933,1393.22623659202,1502.14995728226,1416.35229615085,1467.81756627278,1648.46494155698,1198.19205368067,1399.6425827195,1477.90228675056,1252.15827326199,1495.10241184062,1491.05205553574,1549.62388945905
BB_0233,2479.61078965374,2330.34907456589,2700.12897723704,2868.99069931011,3305.13809222489,3023.80111949957,3177.88745729177,3081.66653021249,2873.03889814217,2959.56702087609,2527.8461011127,2824.74752194446,3181.00254177411,2972.29940557537,3155.2225145232,3062.79987256511
BB_0234,318.033767138731,395.130166428759,401.115869998324,288.182072307724,328.896286501987,299.761378715823,393.525428391614,341.124727356356,404.757016900151,300.364220541202,357.450619688937,375.618870979359,306.532972207323,365.270529359865,318.314483766057,315.098029116104
BB_0235,4208.87240766575,4381.80976422218,4213.06266139179,4457.93979662325,4049.19854365561,4028.94893958014,3835.17669652345,3894.94020338526,3800.30042776797,3891.67555309906,3967.14336195394,3914.15926300921,3497.65688570526,3410.98214916933,3272.49627170017,3348.50442881591
BB_0236,12194.3018184943,11635.6644939632,12282.4909856869,12602.0441140319,11511.3700275695,13516.0065518372,12559.7372177832,12293.1885672346,11268.4353505002,11552.5955911418,11706.5077948127,12946.5644502045,11824.6539939221,12707.47522974,13018.7831628004,12572.1762139496
BB_0237,2677.34809640903,2510.4549178683,2352.85416361433,2358.75052334062,3002.12216925092,3360.33619895005,3017.59369443398,3012.40262618075,3012.86404943494,2987.31806299131,2943.94096309436,2878.57452526238,2476.84425184502,2651.7924214802,2788.04396526674,2723.01132624215
BB_0238,8876.37507054339,7790.49663019306,7809.6452272828,8158.90819098614,11878.0085108832,12870.2380798453,10626.034681721,11160.7237363156,9094.52220882195,10422.9649356281,9917.02062999496,9917.04028520271,12222.2793116439,12148.8261848367,13966.7460333142,13095.3800309521
BB_0239,590.95636163367,598.208693825865,712.047970567495,603.011117054861,759.157330155406,553.834220155256,511.41343387962,602.018765875937,557.8287614733,586.036712903759,553.489943924589,513.69683601227,511.85222717638,623.108550084476,604.518295924135,657.238053268291
BB_0240,5604.31134811371,4670.34667645155,6070.57910635047,5727.12522466343,10251.859002539,13949.4904786791,11649.7096646276,11228.8332419468,18209.6502294134,15067.1834543223,19917.2602323862,22927.9631089394,35680.7271469817,35773.2348337291,34225.7875856355,46420.5238267239
BB_0241,10634.2070978965,10204.9257285455,12894.9330019595,12699.7496796431,21087.1045329389,28021.559959807,24473.2106932509,24638.9022616933,40171.0300445667,33113.5229004255,46160.8379166734,50048.581715446,81141.5911996725,75790.0537585508,77051.6506975821,101106.492223172
BB_0242,93.9816096745658,96.0258195158262,146.716878623548,75.0062927924213,282.527301847609,370.52289376584,337.549828663497,322.65435294789,716.787880837723,434.222188391086,755.11443409288,827.297637951423,1007.79944164389,1321.41985621363,1862.41895326281,2216.26785404424
BB_0243,6187.74918097341,6237.08373170977,8519.00114503152,8630.65829565427,14963.1635131199,19238.2172570631,17723.9103502758,17726.9418385252,32302.5536360277,24447.0356892666,36306.371145124,40084.7353404016,70083.2696362687,66617.1080629107,67352.8317558154,86915.3235238016
BB_0244,795.460344285525,921.664085879174,788.771475902744,1011.59802779252,892.87254171687,993.447097119539,914.268128892587,836.361641183349,610.815134594774,923.946461012612,809.290543639485,784.002004847884,801.034276428571,637.432884569176,802.766790199487,793.62376736332
BB_0245,1448.82049474311,1486.79211460868,1624.65387613415,1640.26919238163,1599.19079633589,1538.36648073306,1507.94873206959,1442.9980006614,949.339185093082,1301.03415093119,1263.92305055635,1284.8271661537,1240.5909912919,1233.68330749484,1196.47154643645,1252.16194406213
BB_0246,4186.31682134386,4140.13712754598,4277.67192904253,4256.60711596991,4681.11075313156,4928.23307572761,4540.80849915669,4183.53980351754,3311.64832009215,4206.73150181891,3831.4238297908,4066.27905499462,3898.17402391955,3940.98252510325,4068.28248111531,4125.66785137465
BB_0247,148.866869724512,185.159833803244,208.634093455504,239.822751954715,173.614105333836,123.693357016566,181.496641542684,155.266584871167,178.093087436067,163.241424207175,134.043982383352,161.481009953743,179.292870536359,180.844722869345,166.137822667372,143.440147582704
BB_0248,4363.00224753204,3962.32855265304,3599.27461870979,4163.83617488455,3450.71513707003,3780.44787097929,4265.17107625308,3924.37736259875,3885.66736224145,3774.14172766989,3932.51533317158,4199.67641104336,4303.02889287261,4735.98308900413,4193.93293523349,4593.61193939036
BB_0249,845.082634193696,775.557815036912,714.740023386275,754.010627544867,937.08482941058,849.138180600212,932.078546987897,770.560932353189,687.351006881348,842.325748909024,841.684506048795,884.635098007463,853.087045293966,757.399185878544,681.304684551912,900.616008593042
BB_0250,1101.46446538591,1127.03988168575,1076.82112751228,1104.36896887789,1257.35432806989,1404.08675532318,1053.35901306549,1091.48368770029,1171.58758346371,1358.1686494037,1009.79800062125,1129.19691743016,1120.58044085224,1027.77099927727,1079.19778925948,1095.78866841869
BB_0251,6448.64212943001,6880.77834004313,5385.45166397079,5726.13829975827,6560.67215435439,5072.54199224693,5098.02015099568,5008.3574606956,4761.4143624436,5808.1298732913,4852.39216227733,4980.16795915312,4032.64367682182,3991.1176957997,3646.65540174097,4238.53878717744
BB_0252,3907.37940382975,3893.86995405085,2850.88393508876,2943.01006719737,3697.6569390666,3613.85186310563,3121.06374241625,3232.31552148154,2901.00392840072,2727.7641985019,2908.19590112546,2652.73514177635,2144.284895205,2195.20425978037,2088.58977067553,2437.30676999135
BB_0253,13053.6696573585,12690.5701475916,14666.3037567172,15692.1059920987,11529.7019517352,13990.1644204007,14283.9553124387,13102.4218460055,10781.2550865222,11017.1637197423,11772.4127528178,12544.0320775661,10748.896770704,11575.8528054487,12326.3095489935,11270.6332354738
BB_0254,4163.76123502196,4336.32384971468,4603.41032011499,5245.50587094367,3405.42450089598,3358.10748981462,4277.89280346402,4073.29475626701,4752.58330025669,3757.81758524917,4373.74344185011,4968.46643669271,3948.78088253868,4800.44259418529,4129.71159201754,4410.19666871084
BB_0255,1802.94319999687,1993.56952573766,2121.33762119919,2579.82170209723,1937.79221916089,1919.47574289221,2497.6991090804,2036.93597773364,2647.8468123759,2291.90959586874,2409.44058334074,2946.44335553279,2494.19517480015,2694.7654249343,2330.11786581382,2739.47167104672
BB_0256,396.226466387969,404.319240066637,425.34434536735,447.076982039037,394.675543802384,249.058245884708,340.94228925308,354.977508162705,369.432768152502,344.43940507714,275.348680479135,406.042829376441,455.461727572202,435.10165997278,371.366897727067,318.62524585994
BB_0257,3301.38598464815,3398.11943128732,3012.4071042156,3011.10788565365,3319.15662246923,3513.55995201111,2865.78108305014,2926.39994534133,3554.50253023224,2933.44839300294,3316.47153080142,3062.28842789091,3649.47746156266,3754.76617680214,4408.93482339127,3183.90098077018
BB_0258,581.182274227515,696.531781751161,555.908907078214,640.514263451071,540.252588647526,726.559178151362,528.375736827534,562.769220257947,551.941386682025,682.349153185993,582.532806774315,479.762420877063,530.649060377772,528.209834123334,445.361054041107,566.706156843141
BB_0259,4798.32506354463,4620.72567880701,4419.00470202852,4840.86665982666,4011.45634684391,4277.45000818099,4380.5147362989,3986.71487622733,4235.96616232231,3832.90864038447,4131.34724037355,4453.5994484344,4084.69644568721,4958.01027351699,4548.54643907814,3976.34900921889
BB_0260,2869.82243302254,2688.26349276124,2942.4137309273,2731.8081374924,2239.72979365452,2706.76724498414,2597.77669647309,2346.31474907544,2633.12837539771,2389.85445039305,2221.77900800405,2459.66002117948,2296.1054710624,2787.87359908485,2546.51587012846,2650.11551353618
BB_0261,1361.60556096511,1388.46902668338,1005.48172781459,1376.760242703,1572.23208432753,1333.32524027317,1455.36559293106,1616.73495994104,1371.75832636706,1358.1686494037,1261.13046759003,1509.49639739369,1216.01051710547,1419.89965579595,1380.75887914312,1527.28485008141
BB_0262,437.578374644778,500.345059582463,492.645665836868,424.377709220278,487.413513111142,431.812394990265,518.198355058785,503.894901830962,387.094892526327,563.182913514755,540.085545686254,482.102725369146,454.015817325941,429.730034541018,400.685337021309,419.738792516601
BB_0263,161.648368640253,126.809216202718,216.710251911846,214.162704420466,187.632635578183,205.598417743752,205.243865669764,148.340194467992,182.508618529523,148.549696028529,156.38464611391,179.033293644367,219.778357431666,250.67585348226,241.52809513828,233.972044007853
BB_0264,4086.32038865012,4616.59059566996,4661.28945571878,5138.91798118602,4189.38384609908,4318.68112718651,4061.62344087811,4239.5281259432,4712.84352041558,3912.89693824599,4198.36923156522,4355.3066597669,3674.0579357491,4084.22586995026,4425.68821727369,3481.3629261671
BB_0265,1427.01676129861,1581.43957307882,1472.55289187304,1810.02027606975,1356.56238826065,1526.66575777203,1548.65825914459,1519.76549429659,1635.21834827661,1258.59138063732,1498.50001972722,1421.73497894057,1859.44057669159,1828.14318860991,1996.4461043222,1541.39371705676
BB_0266,458.630255211881,594.533064370714,489.953613018087,616.828065727149,402.223983164725,528.204065097769,479.185058278582,464.068157012707,521.032669027831,398.309075065508,370.296501334009,565.183534838101,485.825842743682,472.703037995119,428.607660158683,348.018718725249
BB_0267,7319.28776145518,8776.02477785549,8580.91835986347,9647.19094797261,6223.14908000973,6743.51666653829,7369.27251572142,7213.25840570622,7774.27841187854,6998.1598557616,7460.66465282004,8171.17313410861,7933.70952123388,7516.69452084663,6970.80797124529,6637.04617298658
BB_0268,1248.07577647823,1282.33522616589,1219.49992690766,1319.51859820352,1105.30719234274,1101.53949018807,1182.27251546963,1172.86877493759,1215.74289439827,1193.29481095445,1170.65077948127,1215.78818363724,1291.19784991104,1366.18340147832,1147.60748094605,1128.70935802783
BB_0269,5108.088449032,5355.85156983726,5701.76787017752,5895.88938344638,4310.15887589653,5328.28636553794,4992.85387271861,4884.25963263872,4312.50203460888,4652.38058990449,4285.4978201144,5057.39800739187,5161.89957915162,4755.6790489206,4989.71914464864,4942.80639703022
BB_0270,3629.94569207043,4042.27349330258,3414.86900062332,4518.14221583822,2865.17191224846,3451.15609621897,3094.77217284699,3187.87118306117,3283.68328983359,3037.92290449553,3069.04867998549,3175.79319575695,2518.77564898659,2696.55596674489,2376.18969899048,2404.38608038221
BB_0271,10487.5957868041,10987.8348024927,10991.6516590816,11924.0267041847,8619.23940331273,10790.2952792019,9096.03495581911,9465.48968513854,9266.72792146674,9436.9867334168,8791.60969456807,9238.35198249857,7491.26098587803,8311.69508474752,8266.40376481941,7340.13804392475
BB_0272,4596.82849240236,4501.72717519649,4326.12887978058,4648.41630331979,3795.78665077703,4915.41799819886,4120.14338604841,4182.96260431728,3779.6946159985,4165.92114576711,3705.19907971314,4168.08230040024,4913.20301679474,4220.30704755491,4605.78720150975,4565.39420543966
BB_0273,270.667035862749,251.78061767786,238.246674462092,397.730736780866,159.595575089489,295.303960444956,310.410143946834,244.732460912174,331.164832009215,313.423534477776,336.226989144907,339.344151352069,167.725588566271,243.51368623991,173.118403451715,184.591009594135
BB_0274,11.2777931609479,11.4863420473476,32.3046338253684,11.8430988619613,17.2535756853501,8.3576592578761,19.5066483901016,12.1211832055558,7.35921848909366,14.6917281786458,12.8458816450712,26.9135016589572,5.78364098504384,12.533792674113,20.9417423530301,4.70295565844931
BB_0275,1624.75406805389,1815.30149716282,1774.06280757648,2247.22800905715,1645.55978099027,2083.84304163044,2032.08389316015,1960.74568329871,2334.34410474051,2029.09090289519,2147.49630109994,2122.65617431949,1460.36934872357,1613.2781713394,1749.33354455645,1420.29260885169
BB_0276,1351.07962068156,1407.76608132293,1321.79793402132,1513.94280452071,1340.38716105564,1605.22775479607,1452.82124748887,1382.39208463362,1527.77375833584,1361.43347788784,1327.03542559518,1458.00969856786,1072.86540272563,1190.71030404074,1218.80940494635,935.888176031412
BB_0277,1769.10982051403,2024.81237610644,1899.24326364978,2545.27933041651,1901.12837082952,2165.19092507377,1647.88773138989,1796.82111042358,1795.64931133885,2074.7985016732,1709.06077538773,1735.33578087972,1604.96037334966,1446.75778295476,1764.690822282,1440.2801704001
BB_0278,7027.56884502533,8045.03396996228,7479.86875698217,8783.6316559546,6153.05642878799,8020.0098238579,7210.67498315842,6863.4756903459,7419.56408070423,6588.42388100159,6611.16091446555,7065.37926159929,5335.40880870294,5634.83507791909,5516.05493578813,4928.69753005487
BB_0279,2445.7774101709,2786.12712700464,2743.20182233753,2689.37036657037,2269.92355110388,2552.42913735536,2287.36655252626,2363.05352588311,2141.53258032626,2349.04409434125,2285.44989963614,2167.12195966908,1889.80469186307,2155.81233994744,1964.33543271422,1804.75923392992
BB_0280,4803.58803368641,5435.7965104868,4985.68182038185,5482.3678481829,4234.67448227313,5155.00423025798,4602.72090491658,4467.52181004771,4265.40303627869,4409.1508678358,4367.04124273094,4238.29143516274,3658.15292304023,4043.04340830674,4001.26890558562,3346.15295098668
BB_0281,6210.30476729531,6241.67826852871,6541.6883496371,6712.07628001654,6132.56780766164,6906.21243342495,5710.35928741539,5687.72091940699,5282.44703147143,5718.34708997735,5140.58672440153,5489.18418618123,4580.64366015472,4549.76674070302,5113.97348260995,4132.72228486233
BB_0282,504.493280733069,620.262470556772,574.753276809679,638.540413640744,501.432043355488,619.02396236669,563.148457870759,536.218057045778,413.588079087064,368.925618708216,419.445961541237,417.744351836857,394.733497229242,420.77732548808,434.192124786157,373.88497484672
BB_0283,16048.2996680289,16643.2501729248,16712.2638989906,17941.3078509661,15193.9300879115,19349.0955365509,15317.8076771141,15018.7231908839,13554.2086132127,15517.7297851341,14164.5393217674,14739.2376911402,14311.619617491,13622.4420949503,14424.6721327671,12208.8728893344
BB_0284,2309.69203936213,2511.37382523209,2138.83596452126,2550.21395494232,1848.28929529313,2078.27126879186,2158.45305012211,2217.59932741644,1666.1270659308,1981.75088987511,1909.00971577623,1995.10957950096,1993.91022959386,2377.8395244603,2144.43441695028,2068.12475080308
BB_0285,3518.67146621574,3808.87102290048,3251.99980508708,3823.34708260316,3036.62932062163,2964.18315012672,3138.87416051156,2977.19347496461,3098.23098390843,2755.51524061712,3005.37778835339,3057.60781890675,3661.04474353275,3351.89426941994,3294.83413021007,3243.86366541541
BB_0286,1999.92865387476,2271.53900328347,2286.8988695542,2715.03041410462,1938.87056764122,1918.36138832449,2112.65483216274,1988.45124491141,2231.3150458932,1950.73501927574,2015.12786849638,2215.09820175678,1772.68596191594,2034.05549682748,1766.08693843887,1867.07339640437
BB_0287,159.392810008064,176.889667529154,148.062905032938,155.934135015823,111.069893474442,129.26512985515,157.749417415604,133.333015261114,158.959119364423,195.88970904861,171.464594132037,180.203445890409,120.01055043966,145.033886657593,143.799964157473,131.682758436581
BB_0288,4540.43952659762,5251.55558404734,4728.5907761883,5318.53831392577,3875.58443832178,4310.88064521249,4049.74982881457,3977.47968902309,3617.79180923844,4353.64878360536,3765.51887178565,4074.47012071691,3084.12655527463,3432.46865089638,3236.19725162158,3186.2524585994
BB_0289,4284.05769540541,5155.07031084962,4432.46496612242,5153.72185476347,3821.66701430506,4336.51080026998,3793.61905430106,3692.92048329266,3778.22277230069,3983.09075065508,3539.31965151374,3595.87785208589,3139.07114463254,3294.59693148114,3185.93706997431,2905.25085800706
BB_0290,6613.29790957985,7090.74867266864,6575.33900987185,6964.72905573838,5958.95370232781,6930.17105663086,5572.11651838989,6116.57992520356,5712.2253912345,5868.52920024795,5585.72444923291,5691.62052474643,4836.56977374291,5147.80770543927,5182.38317429651,4530.12203800129
BB_0291,9032.76046904187,8759.02499162541,8605.1468352325,9471.51831485351,8387.39448004084,9656.43950655004,8862.80329028528,8486.55984148984,7850.81428416512,8764.43206568324,8010.80349718505,8491.79484952402,7932.26361098762,8247.23557956636,8798.32402058638,7675.22363458927
BB_0292,1942.03598231523,1986.67772050925,2044.61411586394,2191.960214368,2217.08447556749,2570.25881043883,2138.94640173201,2147.18102498417,1922.22786935126,2066.63643046284,1860.97728875553,2195.20561357407,2044.517088213,2123.58258735686,2106.73928071483,2062.24605623002
BB_0293,4720.13236429539,4635.42819662761,4799.93017588598,5078.71556197105,4848.25476758339,5604.08912104785,4965.71418800195,4941.97955266517,3996.05563957786,4748.69303018673,4287.17336989419,4678.26867967439,4638.48007000516,4682.2668346865,4805.43181194197,4667.68349101094
BB_0294,2113.45843836164,2100.62223361894,2079.61080250809,2092.28079894649,1882.79644666383,2531.8135778526,2310.26566150594,2176.61818419766,1869.24149622979,1931.14604837088,1838.63662502497,1945.96318516721,2037.28753698169,2093.14337657687,2083.00530604806,1917.6301697327
BB_0295,4080.30556563095,4892.7222584882,4040.77128098983,4370.1034800637,2913.69759386351,3264.5017061264,2848.81878010223,2850.78685010667,3335.19781925725,3356.24368169952,2914.89810024463,3034.20477398591,1868.11603816916,2449.4611968838,1859.62672094907,1609.58657410428
